state,year,quarter,year_quarter,transaction_type,"transaction_count
",transaction_amount,avg_transaction_value,Region
Meghalaya,2018,Q3,2018-Q3,Recharge & bill payments,60625,14231601.45,235,North-Eastern Region
Meghalaya,2018,Q3,2018-Q3,Peer-to-peer payments,40832,187460582.06,4591,North-Eastern Region
Meghalaya,2018,Q3,2018-Q3,Merchant payments,5802,5458930.69,941,North-Eastern Region
Meghalaya,2018,Q3,2018-Q3,Financial Services,748,552674.58,739,North-Eastern Region
Meghalaya,2018,Q3,2018-Q3,Others,2283,2149872.76,942,North-Eastern Region
Meghalaya,2018,Q4,2018-Q4,Recharge & bill payments,82962,18100891.64,218,North-Eastern Region
Meghalaya,2018,Q4,2018-Q4,Peer-to-peer payments,58952,301941442.71,5122,North-Eastern Region
Meghalaya,2018,Q4,2018-Q4,Merchant payments,15768,14434314.19,915,North-Eastern Region
Meghalaya,2018,Q4,2018-Q4,Financial Services,763,190875.19,250,North-Eastern Region
Meghalaya,2018,Q4,2018-Q4,Others,2687,2918155.28,1086,North-Eastern Region
Meghalaya,2019,Q1,2019-Q1,Recharge & bill payments,98817,23006751.80,233,North-Eastern Region
Meghalaya,2019,Q1,2019-Q1,Peer-to-peer payments,90694,358932132.10,3958,North-Eastern Region
Meghalaya,2019,Q1,2019-Q1,Merchant payments,16073,14297275.23,890,North-Eastern Region
Meghalaya,2019,Q1,2019-Q1,Financial Services,659,62335.06,95,North-Eastern Region
Meghalaya,2019,Q1,2019-Q1,Others,2498,2738667.96,1096,North-Eastern Region
Meghalaya,2019,Q2,2019-Q2,Recharge & bill payments,108812,27248605.43,250,North-Eastern Region
Meghalaya,2019,Q2,2019-Q2,Peer-to-peer payments,97407,446537199.17,4584,North-Eastern Region
Meghalaya,2019,Q2,2019-Q2,Merchant payments,22588,15600927.01,691,North-Eastern Region
Meghalaya,2019,Q2,2019-Q2,Financial Services,460,106800.75,232,North-Eastern Region
Meghalaya,2019,Q2,2019-Q2,Others,3019,3437756.74,1139,North-Eastern Region
Meghalaya,2019,Q3,2019-Q3,Recharge & bill payments,155949,38916251.42,250,North-Eastern Region
Meghalaya,2019,Q3,2019-Q3,Peer-to-peer payments,116168,546221812.69,4702,North-Eastern Region
Meghalaya,2019,Q3,2019-Q3,Merchant payments,31201,23461321.89,752,North-Eastern Region
Meghalaya,2019,Q3,2019-Q3,Financial Services,421,584192.95,1388,North-Eastern Region
Meghalaya,2019,Q3,2019-Q3,Others,2811,3035023.20,1080,North-Eastern Region
Meghalaya,2019,Q4,2019-Q4,Recharge & bill payments,175084,43611775.03,249,North-Eastern Region
Meghalaya,2019,Q4,2019-Q4,Peer-to-peer payments,163734,670870023.43,4097,North-Eastern Region
Meghalaya,2019,Q4,2019-Q4,Merchant payments,24430,25344714.51,1037,North-Eastern Region
Meghalaya,2019,Q4,2019-Q4,Financial Services,382,124511.64,326,North-Eastern Region
Meghalaya,2019,Q4,2019-Q4,Others,2351,2485447.19,1057,North-Eastern Region
Meghalaya,2020,Q1,2020-Q1,Recharge & bill payments,226214,59666071.22,264,North-Eastern Region
Meghalaya,2020,Q1,2020-Q1,Peer-to-peer payments,216022,1013733312.39,4693,North-Eastern Region
Meghalaya,2020,Q1,2020-Q1,Merchant payments,57245,44125206.35,771,North-Eastern Region
Meghalaya,2020,Q1,2020-Q1,Financial Services,473,402779.89,852,North-Eastern Region
Meghalaya,2020,Q1,2020-Q1,Others,2329,2207471.06,948,North-Eastern Region
Meghalaya,2020,Q2,2020-Q2,Recharge & bill payments,382662,100570200.25,263,North-Eastern Region
Meghalaya,2020,Q2,2020-Q2,Peer-to-peer payments,202270,998750895.91,4938,North-Eastern Region
Meghalaya,2020,Q2,2020-Q2,Merchant payments,46014,48980521.42,1064,North-Eastern Region
Meghalaya,2020,Q2,2020-Q2,Financial Services,1186,2944583.11,2483,North-Eastern Region
Meghalaya,2020,Q2,2020-Q2,Others,3263,2488953.64,763,North-Eastern Region
Meghalaya,2020,Q3,2020-Q3,Recharge & bill payments,342484,97662913.13,285,North-Eastern Region
Meghalaya,2020,Q3,2020-Q3,Peer-to-peer payments,194448,1065012681.71,5477,North-Eastern Region
Meghalaya,2020,Q3,2020-Q3,Merchant payments,55595,67511647.13,1214,North-Eastern Region
Meghalaya,2020,Q3,2020-Q3,Financial Services,1587,4049966.81,2552,North-Eastern Region
Meghalaya,2020,Q3,2020-Q3,Others,3465,2821792.59,814,North-Eastern Region
Meghalaya,2020,Q4,2020-Q4,Recharge & bill payments,350006,102794647.76,294,North-Eastern Region
Meghalaya,2020,Q4,2020-Q4,Peer-to-peer payments,286252,1579858348.07,5519,North-Eastern Region
Meghalaya,2020,Q4,2020-Q4,Merchant payments,111471,115136797.59,1033,North-Eastern Region
Meghalaya,2020,Q4,2020-Q4,Financial Services,1809,2774557.11,1534,North-Eastern Region
Meghalaya,2020,Q4,2020-Q4,Others,4470,3678221.67,823,North-Eastern Region
Meghalaya,2021,Q1,2021-Q1,Peer-to-peer payments,326993,1794745857.32,5489,North-Eastern Region
Meghalaya,2021,Q1,2021-Q1,Recharge & bill payments,306634,106098525.66,346,North-Eastern Region
Meghalaya,2021,Q1,2021-Q1,Merchant payments,108805,147747773.02,1358,North-Eastern Region
Meghalaya,2021,Q1,2021-Q1,Financial Services,1777,3981898.05,2241,North-Eastern Region
Meghalaya,2021,Q1,2021-Q1,Others,3437,2941223.95,856,North-Eastern Region
Meghalaya,2021,Q2,2021-Q2,Recharge & bill payments,389959,129031455.71,331,North-Eastern Region
Meghalaya,2021,Q2,2021-Q2,Peer-to-peer payments,366411,1885041503.80,5145,North-Eastern Region
Meghalaya,2021,Q2,2021-Q2,Merchant payments,147406,173894963.00,1180,North-Eastern Region
Meghalaya,2021,Q2,2021-Q2,Financial Services,1766,2306496.85,1306,North-Eastern Region
Meghalaya,2021,Q2,2021-Q2,Others,4052,3342835.53,825,North-Eastern Region
Meghalaya,2021,Q3,2021-Q3,Peer-to-peer payments,473274,2348008593.22,4961,North-Eastern Region
Meghalaya,2021,Q3,2021-Q3,Recharge & bill payments,418429,144363692.75,345,North-Eastern Region
Meghalaya,2021,Q3,2021-Q3,Merchant payments,199427,270311210.89,1355,North-Eastern Region
Meghalaya,2021,Q3,2021-Q3,Financial Services,1556,2379067.12,1529,North-Eastern Region
Meghalaya,2021,Q3,2021-Q3,Others,5045,3937887.55,781,North-Eastern Region
Meghalaya,2021,Q4,2021-Q4,Peer-to-peer payments,669693,3233210261.73,4828,North-Eastern Region
Meghalaya,2021,Q4,2021-Q4,Recharge & bill payments,447310,165277548.46,369,North-Eastern Region
Meghalaya,2021,Q4,2021-Q4,Merchant payments,314445,442464385.04,1407,North-Eastern Region
Meghalaya,2021,Q4,2021-Q4,Financial Services,1989,2464327.92,1239,North-Eastern Region
Meghalaya,2021,Q4,2021-Q4,Others,6756,5348877.04,792,North-Eastern Region
Meghalaya,2022,Q1,2022-Q1,Peer-to-peer payments,801009,3899172008.70,4868,North-Eastern Region
Meghalaya,2022,Q1,2022-Q1,Recharge & bill payments,459530,192026788.60,418,North-Eastern Region
Meghalaya,2022,Q1,2022-Q1,Merchant payments,405859,563004043.93,1387,North-Eastern Region
Meghalaya,2022,Q1,2022-Q1,Financial Services,2134,3019251.86,1415,North-Eastern Region
Meghalaya,2022,Q1,2022-Q1,Others,6218,5116238.24,823,North-Eastern Region
Meghalaya,2022,Q2,2022-Q2,Peer-to-peer payments,977816,4359000096.16,4458,North-Eastern Region
Meghalaya,2022,Q2,2022-Q2,Merchant payments,591364,714995836.60,1209,North-Eastern Region
Meghalaya,2022,Q2,2022-Q2,Recharge & bill payments,467745,200896879.69,430,North-Eastern Region
Meghalaya,2022,Q2,2022-Q2,Financial Services,1880,2406087.10,1280,North-Eastern Region
Meghalaya,2022,Q2,2022-Q2,Others,5844,4192522.34,717,North-Eastern Region
Meghalaya,2022,Q3,2022-Q3,Peer-to-peer payments,2050942,7796315453.51,3801,North-Eastern Region
Meghalaya,2022,Q3,2022-Q3,Merchant payments,1486098,1468318733.14,988,North-Eastern Region
Meghalaya,2022,Q3,2022-Q3,Recharge & bill payments,810017,330230375.93,408,North-Eastern Region
Meghalaya,2022,Q3,2022-Q3,Financial Services,3504,3106775.39,887,North-Eastern Region
Meghalaya,2022,Q3,2022-Q3,Others,8604,5329459.17,619,North-Eastern Region
Meghalaya,2022,Q4,2022-Q4,Peer-to-peer payments,1901671,7328913724.33,3854,North-Eastern Region
Meghalaya,2022,Q4,2022-Q4,Merchant payments,1334431,1381013596.83,1035,North-Eastern Region
Meghalaya,2022,Q4,2022-Q4,Recharge & bill payments,685678,278377945.43,406,North-Eastern Region
Meghalaya,2022,Q4,2022-Q4,Financial Services,3544,3564357.12,1006,North-Eastern Region
Meghalaya,2022,Q4,2022-Q4,Others,7124,4671532.63,656,North-Eastern Region
Mizoram,2018,Q1,2018-Q1,Recharge & bill payments,10155,2199565.26,217,North-Eastern Region
Mizoram,2018,Q1,2018-Q1,Peer-to-peer payments,6845,41186717.28,6017,North-Eastern Region
Mizoram,2018,Q1,2018-Q1,Merchant payments,616,1066002.17,1731,North-Eastern Region
Mizoram,2018,Q1,2018-Q1,Financial Services,260,65022.50,250,North-Eastern Region
Mizoram,2018,Q1,2018-Q1,Others,685,709912.77,1036,North-Eastern Region
Mizoram,2018,Q2,2018-Q2,Recharge & bill payments,13550,3107406.50,229,North-Eastern Region
Mizoram,2018,Q2,2018-Q2,Peer-to-peer payments,11427,77040044.25,6742,North-Eastern Region
Mizoram,2018,Q2,2018-Q2,Merchant payments,1310,2368711.98,1808,North-Eastern Region
Mizoram,2018,Q2,2018-Q2,Financial Services,167,60939.77,365,North-Eastern Region
Mizoram,2018,Q2,2018-Q2,Others,597,931303.05,1560,North-Eastern Region
Mizoram,2018,Q3,2018-Q3,Peer-to-peer payments,18564,108783543.91,5860,North-Eastern Region
Mizoram,2018,Q3,2018-Q3,Recharge & bill payments,17610,4050433.60,230,North-Eastern Region
Mizoram,2018,Q3,2018-Q3,Merchant payments,2310,2952533.80,1278,North-Eastern Region
Mizoram,2018,Q3,2018-Q3,Financial Services,240,43891.24,183,North-Eastern Region
Mizoram,2018,Q3,2018-Q3,Others,592,770335.58,1301,North-Eastern Region
Mizoram,2018,Q4,2018-Q4,Peer-to-peer payments,26212,177049162.13,6755,North-Eastern Region
Mizoram,2018,Q4,2018-Q4,Recharge & bill payments,24533,5523702.98,225,North-Eastern Region
Mizoram,2018,Q4,2018-Q4,Merchant payments,3699,6911586.61,1869,North-Eastern Region
Mizoram,2018,Q4,2018-Q4,Financial Services,145,35654.18,246,North-Eastern Region
Mizoram,2018,Q4,2018-Q4,Others,653,906746.63,1389,North-Eastern Region
Mizoram,2019,Q1,2019-Q1,Peer-to-peer payments,35126,204183867.41,5813,North-Eastern Region
Mizoram,2019,Q1,2019-Q1,Recharge & bill payments,30327,6760113.70,223,North-Eastern Region
Mizoram,2019,Q1,2019-Q1,Merchant payments,3984,6470456.03,1624,North-Eastern Region
Mizoram,2019,Q1,2019-Q1,Financial Services,133,33512.40,252,North-Eastern Region
Mizoram,2019,Q1,2019-Q1,Others,736,712945.85,969,North-Eastern Region
Mizoram,2019,Q2,2019-Q2,Peer-to-peer payments,37364,233471780.00,6249,North-Eastern Region
Mizoram,2019,Q2,2019-Q2,Recharge & bill payments,31903,7823562.40,245,North-Eastern Region
Mizoram,2019,Q2,2019-Q2,Merchant payments,5646,5889316.86,1043,North-Eastern Region
Mizoram,2019,Q2,2019-Q2,Financial Services,80,14455.38,181,North-Eastern Region
Mizoram,2019,Q2,2019-Q2,Others,678,817593.49,1206,North-Eastern Region
Mizoram,2019,Q3,2019-Q3,Recharge & bill payments,49073,12966806.70,264,North-Eastern Region
Mizoram,2019,Q3,2019-Q3,Peer-to-peer payments,42645,257538220.23,6039,North-Eastern Region
Mizoram,2019,Q3,2019-Q3,Merchant payments,5560,7397529.02,1330,North-Eastern Region
Mizoram,2019,Q3,2019-Q3,Financial Services,94,72985.31,776,North-Eastern Region
Mizoram,2019,Q3,2019-Q3,Others,722,818358.69,1133,North-Eastern Region
Mizoram,2019,Q4,2019-Q4,Recharge & bill payments,60511,16857122.31,279,North-Eastern Region
Mizoram,2019,Q4,2019-Q4,Peer-to-peer payments,57109,341664291.49,5983,North-Eastern Region
Mizoram,2019,Q4,2019-Q4,Merchant payments,6939,9451111.14,1362,North-Eastern Region
Mizoram,2019,Q4,2019-Q4,Financial Services,100,20966.33,210,North-Eastern Region
Mizoram,2019,Q4,2019-Q4,Others,580,695859.36,1200,North-Eastern Region
Mizoram,2020,Q1,2020-Q1,Recharge & bill payments,85067,24356294.59,286,North-Eastern Region
Mizoram,2020,Q1,2020-Q1,Peer-to-peer payments,57916,356260523.23,6151,North-Eastern Region
Mizoram,2020,Q1,2020-Q1,Merchant payments,9961,10404414.59,1045,North-Eastern Region
Mizoram,2020,Q1,2020-Q1,Financial Services,119,283854.32,2385,North-Eastern Region
Mizoram,2020,Q1,2020-Q1,Others,546,772492.62,1415,North-Eastern Region
Mizoram,2020,Q2,2020-Q2,Recharge & bill payments,127592,37504550.78,294,North-Eastern Region
Mizoram,2020,Q2,2020-Q2,Peer-to-peer payments,60021,404110075.09,6733,North-Eastern Region
Mizoram,2020,Q2,2020-Q2,Merchant payments,10056,14627463.66,1455,North-Eastern Region
Mizoram,2020,Q2,2020-Q2,Financial Services,244,434960.28,1783,North-Eastern Region
Mizoram,2020,Q2,2020-Q2,Others,549,516383.63,941,North-Eastern Region
Mizoram,2020,Q3,2020-Q3,Recharge & bill payments,132664,40941077.03,309,North-Eastern Region
Mizoram,2020,Q3,2020-Q3,Peer-to-peer payments,99644,634560147.35,6368,North-Eastern Region
Mizoram,2020,Q3,2020-Q3,Merchant payments,20934,30693648.24,1466,North-Eastern Region
Mizoram,2020,Q3,2020-Q3,Financial Services,535,824864.51,1542,North-Eastern Region
Mizoram,2020,Q3,2020-Q3,Others,926,924438.37,998,North-Eastern Region
Mizoram,2020,Q4,2020-Q4,Peer-to-peer payments,141038,887252744.07,6291,North-Eastern Region
Mizoram,2020,Q4,2020-Q4,Recharge & bill payments,140297,45386403.17,324,North-Eastern Region
Mizoram,2020,Q4,2020-Q4,Merchant payments,39676,52094800.57,1313,North-Eastern Region
Mizoram,2020,Q4,2020-Q4,Financial Services,607,855201.59,1409,North-Eastern Region
Mizoram,2020,Q4,2020-Q4,Others,989,932966.30,943,North-Eastern Region
Mizoram,2021,Q1,2021-Q1,Peer-to-peer payments,156386,982955112.19,6285,North-Eastern Region
Mizoram,2021,Q1,2021-Q1,Recharge & bill payments,128055,45558278.22,356,North-Eastern Region
Mizoram,2021,Q1,2021-Q1,Merchant payments,43511,70289687.95,1615,North-Eastern Region
Mizoram,2021,Q1,2021-Q1,Financial Services,648,1330632.98,2053,North-Eastern Region
Mizoram,2021,Q1,2021-Q1,Others,975,971875.61,997,North-Eastern Region
Mizoram,2021,Q2,2021-Q2,Peer-to-peer payments,173064,995581952.90,5753,North-Eastern Region
Mizoram,2021,Q2,2021-Q2,Recharge & bill payments,161763,56059844.24,347,North-Eastern Region
Mizoram,2021,Q2,2021-Q2,Merchant payments,57877,69528721.40,1201,North-Eastern Region
Mizoram,2021,Q2,2021-Q2,Financial Services,611,710657.51,1163,North-Eastern Region
Mizoram,2021,Q2,2021-Q2,Others,1025,993297.25,969,North-Eastern Region
Mizoram,2021,Q3,2021-Q3,Peer-to-peer payments,224873,1290523196.26,5739,North-Eastern Region
Mizoram,2021,Q3,2021-Q3,Recharge & bill payments,177281,67493206.62,381,North-Eastern Region
Mizoram,2021,Q3,2021-Q3,Merchant payments,74553,113697005.90,1525,North-Eastern Region
Mizoram,2021,Q3,2021-Q3,Financial Services,522,806905.97,1546,North-Eastern Region
Mizoram,2021,Q3,2021-Q3,Others,1300,1228335.46,945,North-Eastern Region
Mizoram,2021,Q4,2021-Q4,Peer-to-peer payments,272209,1545255603.41,5677,North-Eastern Region
Mizoram,2021,Q4,2021-Q4,Recharge & bill payments,179405,67548806.85,377,North-Eastern Region
Mizoram,2021,Q4,2021-Q4,Merchant payments,99265,154183940.73,1553,North-Eastern Region
Mizoram,2021,Q4,2021-Q4,Financial Services,695,2202285.71,3169,North-Eastern Region
Mizoram,2021,Q4,2021-Q4,Others,1755,1475104.83,841,North-Eastern Region
Mizoram,2022,Q1,2022-Q1,Peer-to-peer payments,302740,1691281089.99,5587,North-Eastern Region
Mizoram,2022,Q1,2022-Q1,Recharge & bill payments,190137,76541062.34,403,North-Eastern Region
Mizoram,2022,Q1,2022-Q1,Merchant payments,109669,174157725.41,1588,North-Eastern Region
Mizoram,2022,Q1,2022-Q1,Financial Services,731,1657575.28,2268,North-Eastern Region
Mizoram,2022,Q1,2022-Q1,Others,1640,1521510.59,928,North-Eastern Region
Mizoram,2022,Q2,2022-Q2,Peer-to-peer payments,332102,1739114390.30,5237,North-Eastern Region
Mizoram,2022,Q2,2022-Q2,Recharge & bill payments,172281,70775723.35,411,North-Eastern Region
Mizoram,2022,Q2,2022-Q2,Merchant payments,137279,191484723.77,1395,North-Eastern Region
Mizoram,2022,Q2,2022-Q2,Financial Services,656,801633.21,1222,North-Eastern Region
Mizoram,2022,Q2,2022-Q2,Others,1659,1010096.48,609,North-Eastern Region
Mizoram,2022,Q3,2022-Q3,Peer-to-peer payments,349715,1665955694.98,4764,North-Eastern Region
Mizoram,2022,Q3,2022-Q3,Recharge & bill payments,156874,68463689.80,436,North-Eastern Region
Mizoram,2022,Q3,2022-Q3,Merchant payments,150320,209934220.28,1397,North-Eastern Region
Mizoram,2022,Q3,2022-Q3,Financial Services,802,880187.55,1097,North-Eastern Region
Mizoram,2022,Q3,2022-Q3,Others,1327,1031819.44,778,North-Eastern Region
Mizoram,2022,Q4,2022-Q4,Peer-to-peer payments,378295,1750113148.31,4626,North-Eastern Region
Mizoram,2022,Q4,2022-Q4,Merchant payments,164389,222455759.18,1353,North-Eastern Region
Mizoram,2022,Q4,2022-Q4,Recharge & bill payments,148573,63477925.04,427,North-Eastern Region
Mizoram,2022,Q4,2022-Q4,Financial Services,932,949850.20,1019,North-Eastern Region
Mizoram,2022,Q4,2022-Q4,Others,1585,914402.54,577,North-Eastern Region
Nagaland,2018,Q1,2018-Q1,Recharge & bill payments,28198,5361675.55,190,North-Eastern Region
Nagaland,2018,Q1,2018-Q1,Peer-to-peer payments,11631,69830122.02,6004,North-Eastern Region
Nagaland,2018,Q1,2018-Q1,Merchant payments,822,1170667.42,1424,North-Eastern Region
Nagaland,2018,Q1,2018-Q1,Financial Services,399,299016.73,749,North-Eastern Region
Nagaland,2018,Q1,2018-Q1,Others,1795,1344409.37,749,North-Eastern Region
Nagaland,2018,Q2,2018-Q2,Recharge & bill payments,41959,9139467.70,218,North-Eastern Region
Nagaland,2018,Q2,2018-Q2,Peer-to-peer payments,20099,140193107.70,6975,North-Eastern Region
Nagaland,2018,Q2,2018-Q2,Merchant payments,1529,2293935.49,1500,North-Eastern Region
Nagaland,2018,Q2,2018-Q2,Financial Services,379,153458.52,405,North-Eastern Region
Nagaland,2018,Q2,2018-Q2,Others,1633,1545608.47,946,North-Eastern Region
Nagaland,2018,Q3,2018-Q3,Recharge & bill payments,54885,12664922.72,231,North-Eastern Region
Nagaland,2018,Q3,2018-Q3,Peer-to-peer payments,33930,223964723.15,6601,North-Eastern Region
Nagaland,2018,Q3,2018-Q3,Merchant payments,3518,3631042.28,1032,North-Eastern Region
Nagaland,2018,Q3,2018-Q3,Financial Services,460,125171.62,272,North-Eastern Region
Nagaland,2018,Q3,2018-Q3,Others,1578,1406883.16,892,North-Eastern Region
Nagaland,2018,Q4,2018-Q4,Recharge & bill payments,72881,16615511.42,228,North-Eastern Region
Nagaland,2018,Q4,2018-Q4,Peer-to-peer payments,53723,358926253.43,6681,North-Eastern Region
Nagaland,2018,Q4,2018-Q4,Merchant payments,10350,10500634.79,1015,North-Eastern Region
Nagaland,2018,Q4,2018-Q4,Financial Services,587,216127.41,368,North-Eastern Region
Nagaland,2018,Q4,2018-Q4,Others,1792,1754940.49,979,North-Eastern Region
Nagaland,2019,Q1,2019-Q1,Recharge & bill payments,87596,20020458.08,229,North-Eastern Region
Nagaland,2019,Q1,2019-Q1,Peer-to-peer payments,71642,411855878.25,5749,North-Eastern Region
Nagaland,2019,Q1,2019-Q1,Merchant payments,7306,8187940.32,1121,North-Eastern Region
Nagaland,2019,Q1,2019-Q1,Financial Services,430,101072.90,235,North-Eastern Region
Nagaland,2019,Q1,2019-Q1,Others,1605,1776362.87,1107,North-Eastern Region
Nagaland,2019,Q2,2019-Q2,Recharge & bill payments,92492,21350211.08,231,North-Eastern Region
